fen,time,move,val
r1b1k2r/ppppqppp/2n1pn2/8/1bPP4/4PN2/PP1B1PPP/RN1QKB1R w KQkq - 0 1,1,f1e2,0.37
rnb1k2r/ppppqppp/4p3/8/1bPPn3/4PN2/PP1B1PPP/RN1QKB1R w KQkq - 0 1,1,a2a3,0.4
rnb1k2r/1pppqppp/4pn2/p7/1bPP4/4PN2/PP1B1PPP/RN1QKB1R w KQkq - 0 1,1,f1d3,0.36
rnbq1rk1/1ppp1ppp/4pn2/p7/1bPP4/4PN2/PP1N1PPP/R1BQKB1R w KQ - 0 1,1,f1d3,0.22
rnbqr1k1/pppp1ppp/4pn2/8/1bPP4/4PN2/PP1N1PPP/R1BQKB1R w KQ - 0 1,1,f1d3,0.2
rnbq1rk1/ppp2ppp/3ppn2/8/1bPP4/4PN2/PP1N1PPP/R1BQKB1R w KQ - 0 1,1,a2a3,0.28
rnbq1rk1/pp1p1ppp/4pn2/2p5/1bPP4/4PN2/PP1N1PPP/R1BQKB1R w KQ - 0 1,1,a2a3,0.34
rnbq1rk1/ppppbppp/4pn2/8/2PP4/4PN2/PP1N1PPP/R1BQKB1R w KQ - 0 1,1,f1d3,0.13
rnbq1rk1/p1pp1ppp/1p2pn2/8/1bPP4/P3PN2/1P1N1PPP/R1BQKB1R b KQ - 0 1,8,b4d2,0.23
rnbq1rk1/p1pp1ppp/1p2pn2/8/1bPP4/4PN2/PP1NBPPP/R1BQK2R b KQ - 0 1,1,c8b7,0.02
rnbq1rk1/p1p2ppp/1p2pn2/3p4/1bPP4/3BPN2/PP1N1PPP/R1BQK2R w KQ - 0 1,1,e1g1,0.1
rnbq1rk1/p2p1ppp/1p2pn2/2p5/1bPP4/3BPN2/PP1N1PPP/R1BQK2R w KQ - 0 1,1,a2a3,0.2
rnbq1rk1/ppp2ppp/3ppn2/8/2PP4/P4N2/1P1QPPPP/R1B1KB1R w KQ - 0 1,1,b2b3,0.25
rnbq1rk1/1ppp1ppp/4pn2/p7/2PP4/P4N2/1P1QPPPP/R1B1KB1R w KQ - 0 1,1,e2e3,0.23
rnb2rk1/ppppqppp/4pn2/8/2PP4/P4N2/1P1QPPPP/R1B1KB1R w KQ - 0 1,1,e2e3,0.29
rnbq1rk1/ppp2ppp/4pn2/3p4/2PP4/P4N2/1P1QPPPP/R1B1KB1R w KQ - 0 1,1,e2e3,0.18
rnbq1rk1/pppp1ppp/4p3/8/2PPn3/P4N2/1P1QPPPP/R1B1KB1R w KQ - 0 1,1,d2c2,0.5
rnbq1rk1/p1ppbppp/1p2pn2/8/2PP4/P4NP1/1P1NPP1P/R1BQKB1R w KQ - 0 1,1,e2e4,0.12
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/P4NP1/1P1NPP1P/R1BQKB1R w KQ - 0 1,1,f1g2,0.01
rnbq1rk1/ppp1bppp/3ppn2/8/2PP4/P4NP1/1P1NPP1P/R1BQKB1R w KQ - 0 1,1,f1g2,0.13
rnbq1rk1/pp1pbppp/4pn2/2p5/2PP4/P4NP1/1P1NPP1P/R1BQKB1R w KQ - 0 1,1,d4c5,0.15
rnbq1rk1/pppp1pp1/4pB1p/8/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQ - 0 1,1,d8f6,-0.04
rnbq1rk1/p1pp1pp1/1p2pn1p/8/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 1,1,e2e3,0.37
rnbq1rk1/pppp1p2/4pn1p/6p1/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 1,1,f3g5,0.44
rnbq1rk1/pp1p1pp1/2p1pn1p/8/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 1,1,e2e3,0.43
rnbq1rk1/ppp2pp1/3ppn1p/8/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 1,1,e2e3,0.19
rnbq1rk1/pppp1pp1/4pn1p/8/2PP3B/2b2N2/PP2PPPP/R2QKB1R w KQ - 0 1,1,b2c3,0.61
rnbq1rk1/pp1p1pp1/4pn1p/2pP4/1bP4B/2N2N2/PP2PPPP/R2QKB1R b KQ - 0 1,1,e6d5,-0.05
rnbq1rk1/pp1p1pp1/4pn1p/2p5/1bPP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 1,1,c5d4,0.09
rnbq1rk1/pp1p1pp1/4pn1p/2p5/1bPP3B/1QN2N2/PP2PPPP/R3KB1R b KQ - 0 1,1,d7d5,-0.02
rnbq1rk1/pp1p1pp1/4pn1p/2P5/1bP4B/2N2N2/PP2PPPP/R2QKB1R b KQ - 0 1,1,b8a6,-0.27
rnbq1rk1/pp1p1pp1/4pn1p/2p5/1bPP3B/2N2N2/PPQ1PPPP/R3KB1R b KQ - 0 1,1,c5d4,-0.25
rnbqkb1r/pppp1pp1/4pn1p/8/2PP4/5N2/PPQ1PPPP/RNB1KB1R b KQkq - 0 1,1,c7c5,0.13
rnbqkb1r/pppp1pp1/4pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 1,1,d7d5,0.18
rnbqkb1r/pppp1pp1/4pn1p/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 1,1,f8b4,0.2
rnbqkb1r/pppp1pp1/4pn1p/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 1,1,d7d5,0.14
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/2N2N2/PP1BPPPP/R2QKB1R b KQkq - 0 1,1,b7b6,0.23
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/2N2N2/PPQ1PPPP/R1B1KB1R b KQkq - 0 1,1,d7d5,0.25
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,1,c7c5,0.22
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 1,1,b4c3,0.14
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 1,1,c7c5,0.13
rnbqk2r/pp3p2/5n1p/2pp2p1/1b1P4/2N2NB1/PP2PPPP/R2QKB1R w KQkq - 0 1,1,d4c5,0.33
r1bqk2r/ppp2p2/2n2n1p/3p2p1/1b1P4/2N2NB1/PP2PPPP/R2QKB1R w KQkq - 0 1,1,a2a3,0.33
rnbqk2r/ppp2p2/7p/3p2p1/1b1Pn3/1QN2NB1/PP2PPPP/R3KB1R b KQkq - 0 1,1,b8c6,-0.39
rnbqk2r/ppp2p2/7p/3p2p1/1b1Pn3/2N2NB1/PP2PPPP/2RQKB1R b Kkq - 0 1,1,h6h5,-0.35
rnbqk2r/ppp2p2/7p/3p2p1/1b1Pn3/2NQ1NB1/PP2PPPP/R3KB1R b KQkq - 0 1,1,c7c5,-0.57
rnbqk2r/pp3p2/7p/2pp2p1/1b1Pn3/2N3B1/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,d2e4,0.82
rnbqk2r/pp3p2/7p/2pp2p1/1b1P4/2N3P1/PP1NPPP1/R2QKB1R w KQkq - 0 1,1,d4c5,0.29
rn1qk2r/ppp2p2/4b2p/3p2p1/1b1P4/2N3P1/PP1NPPP1/R2QKB1R w KQkq - 0 1,1,d1a4,0.25
r1bqk2r/ppp2p2/2n4p/3p2p1/1b1P4/2N3P1/PP1NPPP1/R2QKB1R w KQkq - 0 1,1,e2e3,0.43
rnbqk2r/pp3p2/2p4p/3p2p1/1b1P4/P1N3P1/1P1NPPP1/R2QKB1R b KQkq - 0 1,1,b4c3,0.13
rnbqk2r/pp3p2/2p4p/3p2p1/1b1PP3/2N3P1/PP1N1PP1/R2QKB1R b KQkq - 0 1,1,c8e6,0.23
rnbqk2r/pp3p2/2p4p/3p2p1/1b1P4/2N3P1/PPQNPPP1/R3KB1R b KQkq - 0 1,1,d8f6,0.14
rnbqk2r/pp3p2/2p4p/3p2p1/1b1P4/2N1P1P1/PP1N1PP1/R2QKB1R b KQkq - 0 1,1,c8e6,0.04
rnbqk2r/pp3p2/2p4p/3p2p1/1b1P4/1QN3P1/PP1NPPP1/R3KB1R b KQkq - 0 1,1,d8b6,0.15
r1bqkb1r/pp1n1pp1/2p1p2p/3p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq - 0 1,1,f1d3,0.21
r1b1kb1r/pp1n1pp1/2p1pq1p/8/2pP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq - 0 1,1,f1c4,0.39
r1b1k2r/pp1nbpp1/2p1pq1p/3p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq - 0 1,1,f1d3,0.29
r1b1k2r/pp1n1pp1/2pbpq1p/3p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq - 0 1,1,f1d3,0.17
rnb1k2r/pp3pp1/5q1p/3p4/1b1p4/PQN2N2/1P2PPPP/R3KB1R w KQkq - 0 1,1,a3b4,0.16
rnb1k2r/pp3pp1/5q1p/2pp4/3P4/PQP2N2/4PPPP/R3KB1R b KQkq - 0 1,1,f6b6,-0.13
rnb1k2r/p4pp1/1p3q1p/2pp4/3P4/P1Q2N2/1P2PPPP/R3KB1R w KQkq - 0 1,1,e2e3,0.1
rnb1k2r/pp3pp1/5q1p/3p4/2pP4/P1Q2N2/1P2PPPP/R3KB1R w KQkq - 0 1,1,b2b3,0.15
rnb2rk1/pp3pp1/5q1p/2pp4/3P4/P1Q2N2/1P2PPPP/R3KB1R w KQ - 0 1,1,c3c5,0.63
r1b1k2r/pp1n1pp1/5q1p/2pp4/3P4/P1Q2N2/1P2PPPP/2R1KB1R b Kkq - 0 1,1,c5c4,-0.26
r1b1k2r/pp1n1pp1/5q1p/2pp4/3P4/P1Q2NP1/1P2PP1P/R3KB1R b KQkq - 0 1,1,e8g8,0.02
r1b1k2r/pp1n1pp1/5q1p/2pp4/3P4/P3QN2/1P2PPPP/R3KB1R b KQkq - 0 1,1,f6e7,-0.02
r1b1k2r/pp1n1pp1/5q1p/2pp4/3P2P1/P1Q2N2/1P2PP1P/R3KB1R b KQkq - 0 1,1,c5c4,-0.19
r1b2rk1/pp1n1pp1/5q1p/2pp4/3P4/P1Q1PN2/1P3PPP/R3KB1R w KQ - 0 1,1,f1e2,0.08
r1b1k2r/1p1n1pp1/p4q1p/2pp4/3P4/P1Q1PN2/1P3PPP/R3KB1R w KQkq - 0 1,1,f1e2,0.07
r1b1k2r/pp1n1pp1/5q1p/3p4/2pP4/P1Q1PN2/1P3PPP/R3KB1R w KQkq - 0 1,1,a3a4,0.43
r1b1k2r/p2n1pp1/1p3q1p/2pp4/3P4/P1Q1PN2/1P3PPP/R3KB1R w KQkq - 0 1,1,f1e2,0.02
r1b2rk1/pp1nqpb1/2p1p1pp/4P3/2BPN3/5N2/PP3PPP/R2Q1RK1 b - - 0 1,1,c6c5,-0.06
r1b2rk1/pp1nqpb1/2p1p1pp/4P3/2BP4/2N2N2/PP3PPP/2RQ1RK1 b - - 0 1,1,c6c5,0.06
r1b2rk1/p2nqpb1/2p1p1pp/1p2P3/2BP4/2N2N2/PP3PPP/R2QR1K1 w - - 0 1,1,c4d3,0.13
1rb2rk1/pp1nqpb1/2p1p1pp/4P3/2BP4/2N2N2/PP3PPP/R2QR1K1 w - - 0 1,1,c4d3,0.26
r1b2rk1/p2nqpb1/1pp1p1pp/4P3/2BP4/2N2N2/PP3PPP/R2QR1K1 w - - 0 1,1,c3e4,0.31
r1br2k1/pp1nqpb1/2p1p1pp/4P3/2BP4/2N2N2/PP3PPP/2RQR1K1 b - - 0 1,1,b7b5,0.14
r1br2k1/pp1nqpb1/2p1p1pp/4P3/2BP4/2N2N2/PP2QPPP/R3R1K1 b - - 0 1,1,b7b5,-0.05
r1br2k1/pp1nqpb1/2p1p1pp/4P3/3P4/2NB1N2/PP3PPP/R2QR1K1 b - - 0 1,1,b7b5,0.11
r1br2k1/pp1nqpb1/2p1p1pp/4P3/2BP4/2N2N2/PPQ2PPP/R3R1K1 b - - 0 1,1,b7b5,0.07
rnbqk2r/pp3pp1/5n1p/2pp4/1b1P3B/2N2N2/PP2PPPP/2RQKB1R b Kkq - 0 1,1,b8c6,-0.11
rnbqk2r/pp3pp1/5n1p/2pp4/1b1P3B/P1N2N2/1P2PPPP/R2QKB1R b KQkq - 0 1,1,b4c3,-0.25
rnbqk2r/pp3pp1/5n1p/2pp4/1b1P3B/1QN2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,b8c6,-0.31
rnbqk2r/pp3p2/5n1p/2pp2p1/1b1P3B/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,h4g3,0.17
r1bqk2r/pp3pp1/2n2n1p/2pp4/1b1P3B/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,d4c5,0.29
rnbqk2r/pp3pp1/5n1p/2pp4/3P3B/2b1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,b2c3,0.32
r1b1kb1r/pppn1pp1/4pq1p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.06
rnb1kb1r/pp3pp1/4pq1p/2pp4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,c4d5,0.14
rnb1k2r/ppp1bpp1/4pq1p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,-0.09
rnbqkb1r/ppp2pp1/4p2p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,g2g3,0.16
rnb1kb1r/ppp2p2/4pqpp/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,d1c2,0.08
rnb1kb1r/ppp2pp1/4pq1p/8/2pP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.09
rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,g2g3,0.22
rnb1kb1r/ppp2p2/4pq1p/3p2p1/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.19
r1b1kb1r/ppp2pp1/2n1pq1p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.22
rnb1kb1r/ppp1qpp1/4p2p/3p4/2PP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,g2g3,0.14
rnb1k2r/ppp2pp1/4pq1p/3p4/1bPP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,e2e3,0.16
rn3rk1/pbp1qpp1/1p2pn1p/8/3P4/2N1PN2/PP2BPPP/2RQK2R w K - 0 1,1,e1g1,-0.01
rnr3k1/pbp1qpp1/1p2p2p/3n4/3P4/2N1PN2/PP2BPPP/2RQK2R w K - 0 1,1,c3d5,0.02
rn3rk1/pb2qpp1/1p2p2p/2pn4/3P4/2N1PN2/PP2BPPP/2RQK2R w K - 0 1,1,d4c5,0.05
rn1r2k1/pbp1qpp1/1p2p2p/3n4/3P4/2N1PN2/PP2BPPP/2RQK2R w K - 0 1,1,d1a4,0.06
rnbq1rk1/ppp1bpp1/4pn1p/8/2pPP2B/2N2N2/PP3PPP/2RQKB1R b K - 0 1,1,b8c6,-0.37
rnbq1rk1/1pp1bpp1/p3pn1p/8/2pP3B/2N1PN2/PP3PPP/2RQKB1R w K - 0 1,1,f1c4,0.2
rnbq1rk1/pp2bpp1/4pn1p/2P5/2p4B/2N1PN2/PP3PPP/2RQKB1R b K - 0 1,1,d8d1,0.02
r1bq1rk1/pp2bpp1/2n1pn1p/2p5/2BP3B/2N1PN2/PP3PPP/2RQK2R w K - 0 1,1,d4c5,0.05
rnbq1rk1/pp2bpp1/4pn1p/8/2BP3B/2N2N2/PP3PPP/2RQK2R b K - 0 1,1,b8c6,0.04
rnbq1rk1/pp2bpp1/4pn1p/8/2BN3B/2N1P3/PP3PPP/2RQK2R b K - 0 1,1,c8d7,0.09
rnbqk2r/ppp2pp1/4pn1p/8/QbpP3B/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,b8c6,-0.2
rnbqk2r/ppp2pp1/4pn1p/8/1bpP3B/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 1,1,b7b5,-0.41
rnbqk2r/ppp2pp1/4pn1p/8/1bpP3B/P1N2N2/1P2PPPP/R2QKB1R b KQkq - 0 1,1,b4c3,-0.09
rnbqk2r/ppp2pp1/4pn1p/8/1bpP3B/2N2N2/PPQ1PPPP/R3KB1R b KQkq - 0 1,1,b8d7,-0.34
r4rk1/ppp2pp1/2nbbq1p/3p4/Q2P4/2N1PN2/PP2BPPP/R4RK1 w - - 0 1,1,c3b5,0.18
r1bqk2r/ppp2ppp/2n2n2/3pN3/Qb1P4/2N5/PP2PPPP/R1B1KB1R b KQkq - 0 1,1,a7a5,-0.2
r1bqk2r/ppp2ppp/2n2n2/3p4/Qb1P1B2/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,f6e4,-0.26
r1bqk2r/ppp2ppp/2n2n2/3p4/Qb1P4/P1N2N2/1P2PPPP/R1B1KB1R b KQkq - 0 1,1,b4c3,-0.05
r1bq1rk1/ppp2ppp/2n2n2/3p2B1/Qb1P4/2N2N2/PP2PPPP/R3KB1R w KQ - 0 1,1,e2e3,0.03
r2qk2r/pppb1ppp/2n2n2/3p2B1/Qb1P4/2N2N2/PP2PPPP/R3KB1R w KQkq - 0 1,1,a4b3,0.25
r1b1k2r/ppp2ppp/2nq1n2/3p2B1/Qb1P4/2N2N2/PP2PPPP/R3KB1R w KQkq - 0 1,1,g5f6,0.09
r1bqk2r/ppp2pp1/2n2n1p/3p4/Qb1P1B2/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,f6e4,-0.31
r1bqk2r/ppp2pp1/2n2B1p/3p4/Q2P4/2b2N2/PP2PPPP/R3KB1R w KQkq - 0 1,1,b2c3,0.19
rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,g5f6,0.16
r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,e2e3,0.17
rnbq1rk1/pp2bppp/2p1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,e2e3,0.14
rnbq1rk1/p1p1bppp/1p2pn2/3p2B1/2PP4/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,e2e3,0.15
rnbq1rk1/ppp1bppp/4p3/3p2B1/2PPn3/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,g5e7,0.25
rnbq1rk1/ppp1bppp/4pn2/6B1/2pP4/2N2N2/PP2PPPP/2RQKB1R w K - 0 1,1,e2e4,0.09
r1b1kb1r/pp1n1pp1/2p1p1qp/3p4/2PPP3/2N2N2/PPQ2PPP/R3KB1R w KQkq - 0 1,1,e1c1,0.61
r1b1kb1r/pp1n1pp1/2p1pq1p/8/2pPP3/2N2N2/PPQ2PPP/R3KB1R w KQkq - 0 1,1,f1c4,0.13
r1b1k2r/pp1n1pp1/2p1pq1p/3p4/1bPPP3/2N2N2/PPQ2PPP/R3KB1R w KQkq - 0 1,1,e4e5,0.26
r1b1kb1r/pp1n1pp1/2p1pq1p/8/2PPN3/5N2/PPQ2PPP/R3KB1R b KQkq - 0 1,1,f8b4,-0.27
r1b1kb1r/pp1n1p2/2p1pqpp/8/2PPQ3/2N2N2/PP3PPP/R3KB1R w KQkq - 0 1,1,e4e3,0.14
r1b1kb1r/pp1n1pp1/2p1p2p/5q2/2PPQ3/2N2N2/PP3PPP/R3KB1R w KQkq - 0 1,1,e4e3,0.53
r1b1k2r/pp1n1pp1/2pbpq1p/8/2PPQ3/2N2N2/PP3PPP/R3KB1R w KQkq - 0 1,1,c4c5,0.28
r1bqkb1r/pp1n1pp1/2p1p2p/8/2PPQ3/2N2N2/PP3PPP/R3KB1R w KQkq - 0 1,1,f1d3,0.4
r1b1k2r/pp1n1pp1/2p1pq1p/8/1bPPQ3/2N2N2/PP3PPP/R3KB1R w KQkq - 0 1,1,f1d3,0.43
r1b1k2r/pp1nqpb1/2p1p1pp/8/2BP4/2N1PN2/PP3PPP/R2QR1K1 w kq - 0 1,1,e3e4,0.06
rnb1kb1r/pp3pp1/2p1pq1p/8/2pP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,f3e5,0.0
r1b1kb1r/pp1n1pp1/2p1pq1p/3p4/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,e2e4,0.36
rnbqkb1r/pp3pp1/2p1p2p/3p4/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,e2e4,0.44
rnb1k2r/pp3pp1/2pbpq1p/3p4/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,e2e4,0.57
rnb1kb1r/pp2qpp1/2p1p2p/3p4/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,e2e4,0.41
rnb1kb1r/pp3p2/2p1pqpp/3p4/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 1,1,e2e4,0.35
r4rk1/1bqn1pb1/p3p2p/2p3p1/P1B1P3/B7/1PQ1NPPP/3R1RK1 w - - 0 1,1,e2g3,0.05
r3k2r/1bqn1pb1/p3p2p/2p5/P1B1P1p1/B7/1PQ1NPPP/3R1RK1 w kq - 0 1,1,b2b4,-0.02
r3k2r/1bqn1p2/p3p2p/2p1b1p1/P1B1P3/B6P/1PQ1NPP1/3R1RK1 b kq - 0 1,1,h8g8,0.0
3rk2r/1bqn1p2/p3p2p/2p1b1p1/P1B1P3/B7/1PQ1NPPP/3R1R1K w k - 0 1,1,b2b3,0.1
r4rk1/1bqn1p2/p3p2p/2p1b1p1/P1B1P3/B5N1/1PQ2PPP/3R1R1K b - - 0 1,1,f8d8,0.19
r2q1rk1/pp2bp1p/1np2np1/3p2B1/3P4/2NQPN2/PP3PPP/1R3RK1 w - - 0 1,1,f3e5,0.01
r2qr1k1/pp1nbp1p/2p2np1/3p2B1/3P4/2NQPN2/PP3PPP/1R3RK1 w - - 0 1,1,d3c2,-0.07
r2q1rk1/pp1nbp1p/2p3p1/3p2Bn/3P4/2NQPN2/PP3PPP/1R3RK1 w - - 0 1,1,g5e7,0.1
r2qnrk1/pp1nbp1p/2p3p1/3p2B1/3P4/2NQPN2/PP3PPP/1R3RK1 w - - 0 1,1,g5h6,0.05
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/P1NQPN2/1P3PPP/1R3RK1 b - - 0 1,1,f8e8,-0.11
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQPN1P/PP3PP1/1R3RK1 b - - 0 1,1,f8e8,-0.04
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQPN2/PP3PPP/1RR3K1 b - - 0 1,1,f8e8,-0.08
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQPN2/PP3PPP/1R1R2K1 b - - 0 1,1,f8e8,-0.09
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2N1PN2/PPQ2PPP/1R3RK1 b - - 0 1,1,f8e8,-0.05
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQPN2/PP3PPP/2R2RK1 b - - 0 1,1,f8e8,-0.04
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQP3/PP1N1PPP/1R3RK1 b - - 0 1,1,f8e8,-0.09
r2q1rk1/1p1nbp1p/2p2np1/p2p2B1/3P4/2NQP3/PP3PPP/1R2NRK1 b - - 0 1,1,f8e8,-0.24
r1bqkb1r/pp3ppp/4p3/8/3P4/6P1/P3PPBP/R1BQK2R b KQkq - 0 1,1,f8b4,0.0
r1bqk2r/pp2bppp/4p3/8/3Q4/2P3P1/P3PPBP/R1B1K2R w KQkq - 0 1,1,d4d8,0.74
r1b1k2r/pp3ppp/3bp3/8/3P4/6P1/P3PPBP/R1B1K2R w KQkq - 0 1,1,e1g1,0.24
r1b1k2r/pp3ppp/3bp3/8/3P4/6P1/P2BPPBP/R3K2R w KQkq - 0 1,1,e1g1,0.22
r1bk3r/pp3ppp/4p3/8/3P4/6P1/P2KPPBP/R6R w - - 0 1,1,h1c1,0.29
r1b4r/pp2kppp/4p3/8/3P4/6P1/P2KPPBP/R6R w - - 0 1,1,h1c1,0.2
1rb1k2r/pp3ppp/4p3/8/3P4/6P1/P2KPPBP/R6R w k - 0 1,1,h1c1,0.28
r1bqk2r/p4ppp/2p2n2/2bp4/8/2N3P1/PP2PPBP/R1BQ1RK1 b kq - 0 1,1,e8g8,0.05
r1bqk2r/p4ppp/2p2n2/2bp4/Q7/2N3P1/PP2PPBP/R1B1K2R b KQkq - 0 1,1,c8d7,0.0
r1bqk2r/p4ppp/2p2n2/2bp4/N7/6P1/PP2PPBP/R1BQK2R b KQkq - 0 1,1,c5b6,0.09
r1bqk2r/p4ppp/2p2n2/2bp4/8/2N3P1/PPQ1PPBP/R1B1K2R b KQkq - 0 1,1,e8g8,0.02
rnbqk2r/pp3ppp/2pb1n2/3p4/3P4/2N2NB1/PP2PPPP/R2QKB1R b KQkq - 0 1,1,f6e4,-0.13
rnb1k2r/pp3ppp/2pq1n2/3p4/3P4/1QN2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,e8g8,0.09
rn2k2r/pp3ppp/2pq1n2/3p4/3P2b1/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,d1b3,0.15
rnb2rk1/pp3ppp/2pq1n2/3p4/3P4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1,1,d1c2,0.12
rnb1k2r/p4ppp/1ppq1n2/3p4/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 1,1,f3e5,0.16
rnbqk2r/1pp2ppp/4pn2/p2p4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 1,1,a2a3,0.13
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 1,1,c4d5,0.24
r1bqk2r/ppp2ppp/2n1pn2/3p4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 1,1,a2a3,0.27
rnbqk2r/pp3ppp/4pn2/2pP4/1b1P4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 1,1,e6d5,-0.03
rnbqk2r/pp3ppp/4pn2/2pp2B1/1bPP4/1QN2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,b8d7,0.0
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/PQN2N2/1P2PPPP/R1B1KB1R b KQkq - 0 1,1,b4c3,-0.19
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/1QN1PN2/PP3PPP/R1B1KB1R b KQkq - 0 1,1,e8g8,0.03
rnb1k2r/pp3ppp/4pn2/q1Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 1,1,c1d2,0.3
r1bqk2r/pp3ppp/2n1pn2/2Pp4/1bP5/1QN1PN2/PP3PPP/R1B1KB1R b KQkq - 0 1,1,b4c5,0.07
r1bqk2r/pp3ppp/2n1pn2/2Pp4/1bP5/PQN2N2/1P2PPPP/R1B1KB1R b KQkq - 0 1,1,b4c5,-0.17
r1bqk2r/pp3ppp/2n1pn2/2PP4/1b6/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 1,1,e6d5,-0.07
