fen,time,move,val
rnbq1rk1/pp3ppp/4p3/3pP3/1bPpn3/2NB4/PPQ1NPPP/R1B1K2R w KQ - 0 1,1,e2d4,-0.02
rn1q1rk1/ppp1ppbp/4bnp1/3p4/2PP1B2/2N1P3/PP3PPP/2RQKBNR w K - 0 1,1,c4c5,0.15
rnbqk2r/ppp1ppbp/5np1/3P4/3P4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 1,1,f6d5,0.08
rnbqk2r/ppp1ppbp/6p1/3n4/3P4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 1,1,f1c4,0.11
rnbqk2r/ppp1ppbp/6p1/3N4/3P4/4P3/PP3PPP/R1BQKBNR b KQkq - 0 1,1,d8d5,0.05
rnb1k2r/ppp1ppbp/6p1/3q4/3P4/4P3/PP3PPP/R1BQKBNR w KQkq - 0 1,1,g1e2,0.02
rnb1k2r/ppp1ppbp/6p1/3q4/3P4/4P3/PP2NPPP/R1BQKB1R b KQkq - 0 1,1,e8g8,0.03
rnb2rk1/ppp1ppbp/6p1/3q4/3P4/4P3/PP2NPPP/R1BQKB1R w KQ - 0 1,1,e2c3,-0.04
rnb2rk1/ppp1ppbp/6p1/3q4/3P4/2N1P3/PP3PPP/R1BQKB1R b KQ - 0 1,1,d5d8,0.04
rn1qkb1r/ppp1pp1p/4b1p1/8/2pP3B/2P1P3/P4PPP/1R1QKBNR b Kkq - 0 1,1,b8d7,-0.1
r1b2rk1/ppB1ppbp/n5p1/3q4/3P4/4P3/PP3PPP/R2QKBNR w KQ - 0 1,1,f1a6,0.18
r1b2rk1/ppB1ppbp/B5p1/3q4/3P4/4P3/PP3PPP/R2QK1NR b KQ - 0 1,1,d5g2,0.1
r1b2rk1/ppB1ppbp/B5p1/8/3P4/4P3/PP3PqP/R2QK1NR w KQ - 0 1,1,d1f3,0.12
r1b2rk1/ppB1ppbp/B5p1/8/3P4/4PQ2/PP3PqP/R3K1NR b KQ - 0 1,1,g2f3,0.05
r1b2rk1/ppB1ppbp/B5p1/8/3P4/4Pq2/PP3P1P/R3K1NR w KQ - 0 1,1,g1f3,0.05
r1b2rk1/ppB1ppbp/B5p1/8/3P4/4PN2/PP3P1P/R3K2R b KQ - 0 1,1,b7a6,0.07
r1b2rk1/p1B1ppbp/p5p1/8/3P4/4PN2/PP3P1P/R3K2R w KQ - 0 1,1,a1c1,0.04
r1b2rk1/p1B1ppbp/p5p1/8/3P4/4PN2/PP3P1P/2R1K2R b K - 0 1,1,f7f6,0.07
rnb1k2r/pp2ppbp/6p1/q1PP4/5B2/2n1P3/PP3PPP/2RQKBNR w Kkq - 0 1,1,d1d2,0.27
rnb1k2r/pp2ppbp/6p1/q1PP4/5B2/2n1P3/PP1Q1PPP/2R1KBNR b Kkq - 0 1,1,a5a2,0.35
rnb1k2r/pp2ppbp/6p1/2PP4/5B2/2n1P3/qP1Q1PPP/2R1KBNR w Kkq - 0 1,1,b2c3,0.28
r1b2rk1/pp2ppbp/2n3p1/q7/3P1B2/4PN2/P2QBPPP/R3K2R w KQ - 0 1,1,d2a5,0.12
rnbq1rk1/ppp1ppbp/1n4p1/8/3PP3/2N1B3/PP2BPPP/R2QK1NR b KQ - 0 1,1,e7e5,0.28
rnbqk2r/ppp1ppbp/6p1/8/3PP3/2n5/PP1B1PPP/R2QKBNR w KQkq - 0 1,1,d2c3,0.12
rnbqk2r/ppp1ppbp/6p1/8/3PP3/2B5/PP3PPP/R2QKBNR b KQkq - 0 1,1,e8g8,0.16
rnbq1rk1/ppp1ppbp/6p1/8/3PP3/2B5/PP3PPP/R2QKBNR w KQ - 0 1,1,d1d2,0.15
rnbq1rk1/ppp1ppbp/6p1/8/3PP3/2B5/PP1Q1PPP/R3KBNR b KQ - 0 1,1,c7c5,0.09
rnbq1rk1/pp2ppbp/6p1/2p5/3PP3/2B5/PP1Q1PPP/R3KBNR w KQ - 0 1,1,d4d5,0.06
rnbq1rk1/pp2ppbp/6p1/2pP4/4P3/2B5/PP1Q1PPP/R3KBNR b KQ - 0 1,1,e7e6,0.19
rnbq1rk1/pp3pbp/4p1p1/2pP4/4P3/2B5/PP1Q1PPP/R3KBNR w KQ - 0 1,1,f1c4,0.15
r1b1kb1r/pp1p1ppp/1qn1pn2/8/4P3/1N1B4/PPP2PPP/RNBQK2R w KQkq - 0 1,1,b1c3,0.39
r1b2rk1/pp1p1ppp/1qn1pn2/8/1b2P3/PNN5/1PPBQPPP/R3KB1R b KQ - 0 1,1,b4c3,0.45
r1b1kbnr/pp1p1ppp/1qn1p3/8/4P3/1N6/PPP2PPP/RNBQKB1R w KQkq - 0 1,1,f1d3,0.39
r1b1kb1r/pp1ppppp/1qn2n2/8/4P3/1N1B4/PPP2PPP/RNBQK2R b KQkq - 0 1,1,d7d5,0.28
r1b1kb1r/ppq2ppp/2nppn2/8/4P3/1NNBB3/PPP2PPP/R2QK2R w KQkq - 0 1,1,f2f4,0.57
r1b1kbnr/ppqppppp/2n5/1N6/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 0 1,1,c7b8,0.27
rqb1kbnr/pp1ppppp/2n5/1N6/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 1,1,f2f4,0.33
rqb1kbnr/pp1ppppp/2n5/1N6/2P1P3/8/PP3PPP/RNBQKB1R b KQkq - 0 1,1,e7e6,0.2
rqb1kb1r/pp1ppppp/2n2n2/1N6/2P1P3/8/PP3PPP/RNBQKB1R w KQkq - 0 1,1,b5c3,0.18
rqb1kb1r/pp1ppppp/2n2n2/8/2P1P3/2N5/PP3PPP/RNBQKB1R b KQkq - 0 1,1,b7b6,0.2
r1b2rk1/pp1pbppp/1qn1pn2/8/4P3/PNN5/1PPBQPPP/R3KB1R w KQ - 0 1,1,f2f4,0.47
r1b2rk1/pp1pbppp/1qn1pn2/8/4P3/PNN5/1PPBQPPP/2KR1B1R b - - 0 1,1,d7d5,0.48
r1b2rk1/pp2bppp/1qn1pn2/3p4/4P3/PNN5/1PPBQPPP/2KR1B1R w - - 0 1,1,e4e5,0.36
r2qkb1r/pp2nppp/2n1p3/3pP3/3N2b1/4BN2/PPP1BPPP/R2QK2R w KQkq - 0 1,1,e1g1,0.21
r2qkb1r/pp2nppp/2n1p3/3pP3/3N2b1/4BN2/PPP1BPPP/R2Q1RK1 b kq - 0 1,1,g7g6,0.25
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/4B3/PPPN1PPP/R2QKBNR w KQkq - 0 1,1,f1e2,0.14
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/4BN2/PPPN1PPP/R2QKB1R b KQkq - 0 1,1,f5g6,0.16
r2qkbnr/1p1n1ppp/p1p1p3/3pPb2/3P4/1N3N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,1,c1e3,0.15
r2qkbnr/1p1n1ppp/p1p1p3/3pPb2/3P4/1N3N2/PPP1BPPP/R1BQK2R b KQkq - 0 1,1,c6c5,0.19
r2qkbnr/1p1n1ppp/p3p3/2ppPb2/3P4/1N3N2/PPP1BPPP/R1BQK2R w KQkq - 0 1,1,e1g1,0.21
rn1qkbnr/pp3ppp/4p1b1/2ppP3/3P2P1/2N1B3/PPP1NP1P/R2QKB1R b KQkq - 0 1,1,b8c6,-0.22
r2qkbnr/pp3ppp/2n1p1b1/2ppP3/3P2P1/2N1B3/PPP1NP1P/R2QKB1R w KQkq - 0 1,1,d4c5,-0.17
r2qkbnr/pp3ppp/2n1p1b1/2PpP3/6P1/2N1B3/PPP1NP1P/R2QKB1R b KQkq - 0 1,1,h7h5,-0.13
r2qkbnr/pp1n1ppp/2p1p1b1/3pP3/3P4/5N2/PPPNBPPP/R1BQ1RK1 b kq - 0 1,8,g8h6,0.35
r2qkb1r/pp1n1ppp/2p1p1bn/3pP3/3P4/5N2/PPPNBPPP/R1BQ1RK1 w kq - 0 1,1,a2a4,0.38
r2qkb1r/pp1n1ppp/2p1p1bn/3pP3/3P4/1N3N2/PPP1BPPP/R1BQ1RK1 b kq - 0 1,1,h6f5,0.38
r2qkb1r/pp1n1ppp/2p1p1b1/3pPn2/3P4/1N3N2/PPPBBPPP/R2Q1RK1 b kq - 0 1,1,a8c8,0.3
r2qk2r/pp1nbppp/2p1p1b1/3pPn2/3P4/1N3N2/PPPBBPPP/R2Q1RK1 w kq - 0 1,1,g2g4,0.56
r2qk2r/pp1nbppp/2p1p1b1/3pPn2/3P2P1/1N3N2/PPPBBP1P/R2Q1RK1 b kq - 0 1,1,f5h4,0.5
rn1qkbnr/pp3ppp/4p3/2ppPb2/3P4/1N6/PPP2PPP/R1BQKBNR w KQkq - 0 1,1,d4c5,0.14
rn1qkb1r/pp2nppp/4p3/2ppPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq - 0 1,1,d4c5,0.23
rn1qkb1r/pp3ppp/2n1p3/2PpPb2/8/4BN2/PPP1BPPP/RN1Q1RK1 b kq - 0 1,1,b8d7,0.11
r2qkb1r/pp1n1ppp/2n1p3/2PpPb2/8/4BN2/PPP1BPPP/RN1Q1RK1 w kq - 0 1,1,c2c4,0.08
r2qkb1r/pp1n1ppp/2n1p3/2PpPb2/2P5/4BN2/PP2BPPP/RN1Q1RK1 b kq - 0 1,1,d5c4,0.05
r2qkb1r/pp1n1ppp/2n1p3/2P1Pb2/2p5/4BN2/PP2BPPP/RN1Q1RK1 w kq - 0 1,1,b1a3,0.05
r2qkb1r/pp1n1ppp/2n1p3/2P1Pb2/2p5/N3BN2/PP2BPPP/R2Q1RK1 b kq - 0 1,1,f8c5,0.09
rn1qkb1r/pp2nppp/4p3/2PpPb2/8/5N2/PPP1BPPP/RNBQ1RK1 b kq - 0 1,1,e7c6,0.14
rn1qkb1r/pp3ppp/2n1p3/2PpPb2/8/5N2/PPP1BPPP/RNBQ1RK1 w kq - 0 1,1,c1g5,0.12
r2qkbnr/pp1n1ppp/4p3/2ppPb2/3P4/4BN2/PPP1BPPP/RN1QK2R w KQkq - 0 1,8,e1g1,0.26
r2qkbnr/pp1n1ppp/4p3/2ppPb2/3P4/4BN2/PPP1BPPP/RN1Q1RK1 b kq - 0 1,8,g8e7,0.31
r2qkb1r/pp1nnppp/4p3/2ppPb2/3P4/4BN2/PPP1BPPP/RN1Q1RK1 w kq - 0 1,8,c2c4,0.27
rn1qkb1r/pp2nppp/4p3/2ppPb2/2PP4/5N2/PP2BPPP/RNBQ1RK1 b kq - 0 1,1,b8c6,0.17
r2qkb1r/pp2nppp/2n1p3/2ppPb2/2PP4/5N2/PP2BPPP/RNBQ1RK1 w kq - 0 1,1,b1a3,0.08
r2qkb1r/pp2nppp/2n1p3/2PpPb2/2P5/5N2/PP2BPPP/RNBQ1RK1 b kq - 0 1,1,d5d4,0.23
r2qkb1r/pp2nppp/2n1p3/3pPb2/2PN4/4B3/PP2BPPP/RN1QK2R w KQkq - 0 1,8,d1a4,0.28
r2qkb1r/pp2nppp/2n1p3/3pP3/3N4/4Bb2/PPP1BPPP/R2Q1RK1 w kq - 0 1,1,d4f3,0.25
r2qkb1r/pp2nppp/2n1p3/3pP3/8/4BN2/PPP1BPPP/R2Q1RK1 b kq - 0 1,1,d8c7,0.2
r1nqkb1r/pp1n1ppp/2p1p3/3pPb2/3P4/5N2/PPPNBPPP/R1BQ1RK1 w kq - 0 1,1,a2a4,0.44
r2qkb1r/pp1nnppp/2p1p3/3pPb2/3P3N/8/PPP1BPPP/RNBQ1RK1 b kq - 0 1,1,c6c5,0.16
r2qkb1r/pp1nnpp1/2p1p2p/3pPb2/3P4/N1P2N2/PP2BPPP/R1BQ1RK1 b kq - 0 1,1,a7a6,0.19
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/4B3/PPPNBPPP/R2QK1NR b KQkq - 0 1,1,f7f6,0.13
r2qkb1r/pp1nnppp/2p1p1b1/3pP3/3P3N/8/PPP1BPPP/RNBQ1RK1 w kq - 0 1,1,b1d2,0.75
r2qkb1r/pp1nnppp/2p1p1b1/3pP3/3P3N/8/PPPNBPPP/R1BQ1RK1 b kq - 0 1,1,c6c5,0.66
r2qkb1r/pp1nnppp/4p1b1/2ppP3/3P3N/2P5/PP1NBPPP/R1BQ1RK1 b kq - 0 1,1,e7f5,0.78
r2qkb1r/pp2nppp/2n1p3/3pPb2/Q1PN4/4B3/PP2BPPP/RN2K2R b KQkq - 0 1,8,a7a6,0.37
r2qkb1r/1p2nppp/p1n1p3/3pPb2/Q1PN4/4B3/PP2BPPP/RN2K2R w KQkq - 0 1,8,b1c3,0.31
rn2kbnr/pp2pppp/1qp5/3pPb2/3P4/4B3/PPP2PPP/RN1QKBNR w KQkq - 0 1,1,d1c1,0.06
r2qkbnr/pp1n1ppp/2p1p1b1/3pP3/3P4/1N3N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,1,f1e2,0.32
r2qkbnr/pp1n1ppp/2p1p1b1/3pP3/3P4/1N3N2/PPP1BPPP/R1BQK2R b KQkq - 0 1,1,c6c5,0.36
r2qkbnr/pp1n1ppp/2p1p1b1/3pP3/3P4/2P2N2/PP2BPPP/RNBQ1RK1 b kq - 0 1,8,g8h6,0.43
r2qkb1r/pp1nnppp/2p1p1b1/3pP3/3P4/1N3N2/PPP1BPPP/R1BQ1RK1 b kq - 0 1,1,e7f5,0.34
rnnqkb1r/pp3ppp/2p1p3/3pPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq - 0 1,1,c1e3,0.54
rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/P4N2/1PP2PPP/RNBQKB1R b KQkq - 0 1,1,b8d7,0.04
rn1qkb1r/pp2nppp/2p1p3/3pPb2/2PP4/P1N5/1P3PPP/R1BQKBNR b KQkq - 0 1,1,b8d7,0.14
r2qkb1r/pp1nnppb/2p1p2p/3pP3/3P4/1N3N2/PPP1BPPP/R1BQ1RK1 w kq - 0 1,1,a2a4,0.39
r2qkb1r/pp1nnppb/2p1p2p/3pP3/3P4/1N3N2/PPPBBPPP/R2Q1RK1 b kq - 0 1,1,e7g6,0.39
r2qkb1r/pp1nnppb/2p1p2p/3pP3/P2P4/1N3N2/1PP1BPPP/R1BQ1RK1 b kq - 0 1,1,a7a5,0.43
rn1qkbnr/pp4pp/2p1ppb1/3pP3/3P2P1/2N5/PPP1NP1P/R1BQKB1R w KQkq - 0 1,1,h2h4,0.35
rn1qkbnr/pp3ppp/4p1b1/2ppP3/3P2PP/2N5/PPP1NP2/R1BQKB1R b KQkq - 0 1,1,h7h5,-0.08
rn1qkbnr/pp3pp1/4p1b1/2ppP2p/3P2PP/2N5/PPP1NP2/R1BQKB1R w KQkq - 0 1,1,e2f4,-0.09
rn1qkbnr/pp3pp1/4p1b1/2ppP2p/3P1NPP/2N5/PPP2P2/R1BQKB1R b KQkq - 0 1,1,g6h7,-0.14
rn1qkbnr/pp3ppb/4p3/2ppP2p/3P1NPP/2N5/PPP2P2/R1BQKB1R w KQkq - 0 1,1,g4g5,-0.2
rn1qkbnr/pp3ppb/4p3/2ppP2N/3P2PP/2N5/PPP2P2/R1BQKB1R b KQkq - 0 1,1,b8c6,-0.07
rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/2P1B3/PP3PPP/RN1QKBNR b KQkq - 0 1,1,b8d7,0.0
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/2P1B3/PP3PPP/RN1QKBNR w KQkq - 0 1,1,b1d2,-0.03
r2qkb1r/pp1n1ppp/2p1p1b1/3pPn2/P2P4/1N3N2/1PP1BPPP/R1BQ1RK1 b kq - 0 1,1,a7a6,0.39
rn1qkbnr/pp3pp1/2p1p3/3pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq - 0 1,1,c1g5,0.27
rn1qkbnr/pp3pp1/2p1p3/3pP1Bp/3P3P/3Q4/PPP2PP1/RN2K1NR b KQkq - 0 1,1,f8e7,0.27
rn1qk1nr/pp2bpp1/2p1p3/3pP1Bp/3P3P/3Q4/PPP2PP1/RN2K1NR w KQkq - 0 1,1,g1f3,0.28
r2qkbnr/pp1n1ppp/2p1p3/3pPb2/3P4/2P1B3/PP1N1PPP/R2QKBNR b KQkq - 0 1,1,f7f6,0.06
r2qkbnr/pp3ppb/2n1p3/2ppP2N/3P2PP/2N5/PPP2P2/R1BQKB1R w KQkq - 0 1,1,d4c5,-0.09
r2qkbnr/pp3ppb/2n1p3/2PpP2N/6PP/2N5/PPP2P2/R1BQKB1R b KQkq - 0 1,1,f8c5,-0.05
rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P2P1/2N5/PPP1NP1P/R1BQKB1R w KQkq - 0 1,1,e2f4,0.2
rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P1NP1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 1,1,c6c5,0.16
rn1qkb1r/pp2nppp/4p1b1/2ppP3/3P1NP1/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 1,1,h2h4,0.3
rn2kbnr/pp2pppp/1qp5/3pPb2/3P3P/8/PPP2PP1/RNBQKBNR w KQkq - 0 1,1,g2g4,0.48
rn1qk1nr/pp2bpp1/2p1p3/3pP1Bp/3P3P/3Q1N2/PPP2PP1/RN2K2R b KQkq - 0 1,1,g8h6,0.3
rn1qk2r/pp2bpp1/2p1p2n/3pP1Bp/3P3P/3Q1N2/PPP2PP1/RN2K2R w KQkq - 0 1,1,b1c3,0.3
rn1qk1nr/pp2bpp1/2p1p3/3pPb1p/2PP3P/2N5/PP3PP1/R1BQKBNR w KQkq - 0 1,1,f1d3,0.37
r2qkb1r/pp1nnpp1/2p1p3/3pPb1p/2PP3P/2N5/PP2NPP1/R1BQKB1R w KQkq - 0 1,1,e2g3,0.14
r2qkb1r/pp1nnpp1/2p1p3/3pPb1p/2PP3P/2N3N1/PP3PP1/R1BQKB1R b KQkq - 0 1,1,f5g6,0.19
r2qkb1r/pp1nnpp1/2p1p1b1/3pP2p/2PP3P/2N3N1/PP3PP1/R1BQKB1R w KQkq - 0 1,1,c1e3,0.21
r2qkb1r/pp1nnpp1/2p1p1b1/3pP1Bp/2PP3P/2N3N1/PP3PP1/R2QKB1R b KQkq - 0 1,1,d8b6,0.22
r3kb1r/ppqnnpp1/2p1p2p/3pPb2/P2P4/1N3N2/1PP1BPPP/R1BQ1RK1 b kq - 0 1,1,a7a5,0.44
r3kb1r/ppqnnpp1/2p1p2p/3pPb2/3P4/1N3N2/PPP1BPPP/R1BQ1RK1 w kq - 0 1,1,c1d2,0.39
rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N3P1/PP1P1P1P/R1BQKBNR w KQkq - 0 1,1,d2d4,-0.03
rnbqkbnr/pppp1p1p/6p1/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 0 1,1,g1f3,0.1
rnbqkbnr/pppp1p1p/6p1/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 1,1,f8g7,-0.02
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 1,8,d7d5,-0.13
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,1,d2d4,-0.07
r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,1,f6e4,-0.02
r1bqkb1r/pppp1ppp/2n5/4p3/3Pn3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,f1d3,-0.02
r1bqkb1r/pppp1ppp/2n5/3Pp3/4n3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,1,f8c5,-0.43
r1bqkb1r/ppppnppp/8/3Pp3/4n3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,f3e5,0.12
r1bqkb1r/ppppnppp/8/3PN3/4n3/2P5/PP3PPP/RNBQKB1R b KQkq - 0 1,1,e4f6,0.14
r1bqkb1r/pppp1ppp/6n1/3PN3/4n3/2P5/PP3PPP/RNBQKB1R w KQkq - 0 1,1,e5g6,0.29
r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,e4e5,-0.03
r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,1,f6d5,-0.02
r1bqkbnr/ppp2ppp/2n5/3pp3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,1,d1a4,-0.18
r1bqkbnr/ppp2ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R b KQkq - 0 1,1,c8d7,-0.1
r1bqk2r/ppp2ppp/2np1n2/2b1p3/4P3/3P1NP1/PPP2PBP/RNBQ1RK1 b kq - 0 1,1,a7a5,-0.09
r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1B2BN2/PPP2PPP/RN1Q1RK1 w kq - 0 1,1,d1d3,0.16
r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1B3N2/PPPN1PPP/R1BQ1RK1 w kq - 0 1,1,d1e2,0.42
r2q1rk1/2p1bppp/p1n1b3/1p1pP3/4n3/1BP1BN2/PP1N1PPP/R2Q1RK1 b - - 0 1,1,e4d2,0.19
r2q1rk1/2p1bppp/p1n5/1p1pP3/4n1b1/1BP1BN2/PP1N1PPP/R2Q1RK1 w - - 0 1,1,d2e4,0.17
r2qkb1r/2p2ppp/p1n1b3/1pn1P3/3p4/1BP2N2/PP1N1PPP/R1BQ1RK1 w kq - 0 1,1,b3e6,0.18
r2qkb1r/2p2ppp/p1n1B3/1pn1P3/3p4/2P2N2/PP1N1PPP/R1BQ1RK1 b kq - 0 1,1,c5e6,0.09
r2qkb1r/2p2ppp/p1n1n3/1p2P3/3p4/2P2N2/PP1N1PPP/R1BQ1RK1 w kq - 0 1,1,c3d4,0.09
r2qkb1r/2p2ppp/p1n1n3/1p2P3/3P4/5N2/PP1N1PPP/R1BQ1RK1 b kq - 0 1,1,c6d4,0.16
r2qkb1r/2p2ppp/p3n3/1p2P3/3n4/5N2/PP1N1PPP/R1BQ1RK1 w kq - 0 1,1,d2e4,0.09
r2qkb1r/2p2ppp/p3n3/1p2P3/3nN3/5N2/PP3PPP/R1BQ1RK1 b kq - 0 1,1,d8d5,0.12
r2qk2r/2p1bppp/p3n3/1p2P3/3nN3/5N2/PP3PPP/R1BQ1RK1 w kq - 0 1,1,c1e3,0.17
r2qk2r/2p1bppp/p3n3/1p2P3/3nN3/4BN2/PP3PPP/R2Q1RK1 b kq - 0 1,1,d4f5,0.1
r2qk2r/2p1bppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP1QPPP/RNBR2K1 b kq - 0 1,1,e8g8,0.1
r2q1rk1/2p1bppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP1QPPP/RNBR2K1 w - - 0 1,1,c2c4,-0.02
r2q1rk1/2p1bppp/p1n1b3/1p1pP3/2P1n3/1B3N2/PP2QPPP/RNBR2K1 b - - 0 1,1,b5c4,0.02
r2q1rk1/2p1bppp/p1n1b3/3pP3/2p1n3/1B3N2/PP2QPPP/RNBR2K1 w - - 0 1,1,b3c4,-0.02
r2q1rk1/2p1bppp/p1n1b3/3pP3/2B1n3/5N2/PP2QPPP/RNBR2K1 b - - 0 1,1,e7c5,0.06
r2q1rk1/2p2ppp/p1n1b3/2bpP3/2B1n3/5N2/PP2QPPP/RNBR2K1 w - - 0 1,1,c1e3,0.0
r2q1rk1/2p2ppp/p1n1b3/2bpP3/2B1n3/4BN2/PP2QPPP/RN1R2K1 b - - 0 1,1,c5e3,0.0
r2q1rk1/2p2ppp/p1n1b3/3pP3/2B1n3/4bN2/PP2QPPP/RN1R2K1 w - - 0 1,1,e2e3,0.01
r2q1rk1/2p2ppp/p1n1b3/3pP3/2B1n3/4QN2/PP3PPP/RN1R2K1 b - - 0 1,1,d8b8,0.05
rq3rk1/2p2ppp/p1n1b3/3pP3/2B1n3/4QN2/PP3PPP/RN1R2K1 w - - 0 1,1,c4b3,0.02
rq3rk1/2p2ppp/p1n1b3/3pP3/4n3/1B2QN2/PP3PPP/RN1R2K1 b - - 0 1,1,c6a5,0.03
rq3rk1/2p2ppp/p3b3/n2pP3/4n3/1B2QN2/PP3PPP/RN1R2K1 w - - 0 1,1,b1d2,0.0
r2qk2r/2p1bppp/p1n1b3/1pN1P3/8/2Pp1N2/PPB2PPP/R1BQ1RK1 b kq - 0 1,1,d3c2,0.04
r2qk2r/2p1bppp/p1n1b3/1pN1P3/8/2P2N2/PPp2PPP/R1BQ1RK1 w kq - 0 1,1,d1d8,0.04
r2q1rk1/2p2ppp/p1n5/1pbpPb2/4n3/2P2N2/PPBN1PPP/R1BQ1RK1 w - - 0 1,1,d2b3,0.34
r2q1rk1/2p2ppp/p1n5/1pbpPb2/4n3/1NP2N2/PPB2PPP/R1BQ1RK1 b - - 0 1,1,c5b6,0.33
r2q1rk1/2p2ppp/p1n3b1/1pbpP3/4n3/1NP2N2/PPB2PPP/R1BQ1RK1 w - - 0 1,1,f3d4,0.5
r2q1rk1/2p2ppp/p1n3b1/1pbpP3/3Nn3/1NP5/PPB2PPP/R1BQ1RK1 b - - 0 1,1,c5d4,0.52
r2q1rk1/2p2ppp/p1n3b1/1p1pP3/3bn3/1NP5/PPB2PPP/R1BQ1RK1 w - - 0 1,1,b3d4,0.49
r2q1rk1/2p2ppp/p1n3b1/1p1pP3/3Pn3/1N6/PPB2PPP/R1BQ1RK1 b - - 0 1,1,a6a5,0.04
r2q1rk1/2p2ppp/2n3b1/pp1pP3/3Pn3/1N6/PPB2PPP/R1BQ1RK1 w - - 0 1,1,c1e3,0.05
r2qk2r/2p1bppp/p1n1b3/1pnpP3/8/1BP1BN2/PP3PPP/RN1Q1RK1 w kq - 0 1,1,b3c2,0.31
r2qk2r/2p1bppp/p1n1b3/1pnpP3/8/2P1BN2/PPB2PPP/RN1Q1RK1 b kq - 0 1,1,e6g4,0.29
r2qk2r/2pnbppp/p1n1b3/1p1pP3/8/2P1BN2/PPB2PPP/RN1Q1RK1 w kq - 0 1,1,f3d4,0.31
r2qkb1r/2p2ppp/p1n1b3/1pnpP3/8/1BP2N2/PP3PPP/RNBQ1RK1 w kq - 0 1,1,b3c2,0.48
r3k2r/2pqbppp/p1n5/1pnpP3/6b1/2P2N2/PPBN1PPP/R1BQR1K1 w kq - 0 1,1,d2f1,0.53
r3k2r/2pqbppp/p1n5/1pnpP3/6b1/2P2N2/PPB2PPP/R1BQRNK1 b kq - 0 1,1,e8g8,0.59
3rk2r/2pqbppp/p1n5/1pnpP3/6b1/2P2N2/PPB2PPP/R1BQRNK1 w k - 0 1,1,f1e3,0.66
r2Qk2r/2p1bppp/p1n1b3/1pN1P3/8/2P2N2/PPp2PPP/R1B2RK1 b kq - 0 1,1,a8d8,0.04
3rk2r/2p1bppp/p1n1b3/1pN1P3/8/2P2N2/PPp2PPP/R1B2RK1 w k - 0 1,1,c5e6,0.06
3rk2r/2p1bppp/p1n1N3/1p2P3/8/2P2N2/PPp2PPP/R1B2RK1 b k - 0 1,1,f7e6,0.01
3rk2r/2p1b1pp/p1n1p3/1p2P3/8/2P2N2/PPp2PPP/R1B2RK1 w k - 0 1,1,c1e3,0.01
3rk2r/2p1b1pp/p1n1p3/1p2P3/8/2P1BN2/PPp2PPP/R4RK1 b k - 0 1,1,d8d5,0.04
4k2r/2p1b1pp/p1n1p3/1p1rP3/8/2P1BN2/PPp2PPP/R4RK1 w k - 0 1,1,f1c1,0.07
r3k2r/2p1bppp/p3b3/1pn1P3/3q4/8/PPBN1PPP/R1BQ1RK1 w kq - 0 1,1,d2f3,0.02
